    IVox Add Points,     Incremental Mapping,     ObsModel (IEKF Build Jacobian),     ObsModel (Lidar Match), Downsample PointCloud, IEKF Solve and Update, Laser Mapping Single Run, Preprocess (Livox), Undistort Pcl, 
0.001548,0.02244,0.009576,0.011498,0.02864,0.560438,0.734833,0.033125,0.093153,
0.001069,0.018634,0.010956,0.069752,0.020522,0.494343,0.726354,0.037404,0.094296,
0.002078,0.024081,0.009745,0.060265,0.031396,0.561014,0.656208,0.031412,0.109636,
0.001657,0.018824,0.008259,0.008129,0.020871,0.391007,0.673765,0.027455,0.086725,
0.002456,0.024022,0.009252,0.050476,0.027449,0.542242,0.817749,0.031491,0.116747,
0.002401,0.025814,0.009296,0.055249,0.032189,0.610056,0.573561,0.030578,0.093081,
0.002581,0.016513,0.008342,0.011535,0.016159,0.334804,1.54301,0.032351,0.116559,
0.002283,0.027381,0.007701,0.044738,0.032412,0.615455,0.684334,0.033624,0.111221,
0.001296,0.021273,0.01134,0.082873,0.022322,0.459784,0.687113,0.029422,0.08248,
0.001346,0.019957,0.00996,0.01907,0.022939,0.47718,0.797869,0.030284,0.12176,
0.002541,0.021485,0.009861,0.072835,0.023937,0.471151,0.546155,0.030545,0.090457,
0.002442,0.022028,0.008402,0.054847,0.022755,0.51816,0.806874,0.031286,0.097115,
0.002543,0.026392,0.008747,0.00793,0.032761,0.606493,0.6793,0.033938,0.099715,
0.002282,0.017269,0.008393,0.048451,0.018067,0.388525,0.677573,0.031448,0.088783,
0.002175,0.024878,0.011872,0.075246,0.030915,0.56783,0.769572,0.030119,0.11458,
0.002487,0.025908,0.009928,0.009603,0.026368,0.56508,0.661519,0.028666,0.085711,
0.002584,0.022049,0.0099,0.060936,0.022873,0.506956,0.779104,0.033075,0.116933,
0.003997,0.026669,0.008212,0.009645,0.03114,0.484552,0.57344,0.034172,0.103686,
0.002442,0.021911,0.008164,0.071436,0.018296,0.503869,0.772339,0.032061,0.095685,
0.000997,0.023593,0.007966,0.009018,0.029059,0.575417,0.836446,0.044459,0.118045,
0.002056,0.020399,0.009492,0.10018,0.022562,0.739929,0.494306,0.028237,0.085943,
0.001502,0.019165,0.00872,0.016022,0.020582,0.488928,0.845741,0.034736,0.106566,
0.002646,0.025017,0.009808,0.072754,0.027532,0.585096,0.637674,0.029954,0.092314,
0.002647,0.021735,0.009639,0.009119,0.019708,0.521189,0.661032,0.030137,0.088535,
0.001382,0.023417,0.009757,0.062722,0.031612,0.59249,0.664368,0.035729,0.104983,
0.002445,0.023812,0.008896,0.009017,0.023603,0.543373,0.693778,0.02991,0.083948,
0.001723,0.023807,0.013297,0.091914,0.027212,0.562248,0.822619,0.030749,0.114325,
0.003353,0.027655,0.00998,0.015921,0.031944,0.509952,0.551818,0.027655,0.09499,
0.001884,0.015862,0.010346,0.010757,0.015299,0.39901,0.786766,0.032386,0.106141,
0.002273,0.025803,0.011485,0.085049,0.032045,0.500903,0.763082,0.029868,0.115188,
0.002309,0.022167,0.00787,0.041049,0.021534,0.525947,0.689067,0.028338,0.082659,
0.002511,0.020364,0.00631,0.006791,0.021306,0.406613,0.710193,0.037038,0.1114,
0.001528,0.02142,0.006945,0.007419,0.02259,0.624436,0.677135,0.030047,0.085924,
0.001533,0.021379,0.006866,0.035559,0.020538,0.505534,0.784638,0.033567,0.090471,
0.004054,0.033181,0.013882,0.097511,0.032711,0.62862,0.918495,0.029842,0.093455,
0.001912,0.01596,0.012614,0.020751,0.014957,0.411033,0.657182,0.028165,0.087151,
0.002519,0.024165,0.011628,0.096473,0.030789,0.562668,0.788253,0.031479,0.11654,
0.003236,0.025022,0.013042,0.017704,0.028924,0.581379,0.694523,0.031547,0.073845,
0.000649,0.015109,0.009419,0.0651,0.014705,0.335712,0.80719,0.032397,0.116256,
0.00427,0.029204,0.008565,0.008194,0.032234,0.607029,0.729105,0.030671,0.106939,
0.001596,0.020691,0.010275,0.052531,0.017552,0.489426,0.761135,0.029085,0.075933,
0.001385,0.022421,0.008002,0.008701,0.027559,1.0614,0.733165,0.032535,0.113233,
0.000959,0.017806,0.009314,0.070661,0.020634,0.38783,0.557703,0.029714,0.077396,
0.001871,0.019433,0.009192,0.007673,0.01972,0.535722,0.715252,0.032275,0.098659,
0.002206,0.025995,0.008713,0.060033,0.036722,0.608026,0.696201,0.027623,0.087016,
0.00176,0.018124,0.008486,0.009002,0.01556,0.455803,0.5816,0.030088,0.08517,
0.00362,0.026793,0.009815,0.070494,0.032468,5.33175,0.80648,0.03109,0.125436,
0.003644,0.0252,0.009705,0.015776,0.026239,0.581628,0.678761,0.032557,0.073514,
0.002284,0.023697,0.010158,0.062614,0.025563,0.604837,0.856834,0.031977,0.116945,
0.001826,0.025313,0.009853,0.06426,0.033943,0.623984,0.560265,0.029391,0.102822,
0.00195,0.016652,0.008117,0.01919,0.014524,0.368188,0.79365,0.029304,0.10002,
0.002594,0.028989,0.009304,0.04965,0.031857,0.551677,0.79363,0.037829,0.126798,
0.001684,0.021145,0.008708,0.008628,0.020386,0.510132,0.490238,0.033943,0.075431,
0.000574,0.017555,0.011084,0.088234,0.020713,0.509978,0.828695,0.030941,0.111647,
0.001665,0.021758,0.012783,0.019272,0.024248,0.602851,0.649176,0.030165,0.087639,
0.000572,0.019047,0.011029,0.073521,0.017698,0.515602,1.25691,0.031282,0.092722,
0.002515,0.025782,0.011125,0.011375,0.033242,0.592944,0.56158,0.033509,0.095938,
0.003091,0.017514,0.00886,0.046583,0.014982,0.717838,0.703371,0.029496,0.079851,
0.002288,0.023824,0.008013,0.00816,0.029332,0.618161,0.847822,0.03394,0.118507,
0.001917,0.02504,0.008329,0.037402,0.02942,0.633287,0.608834,0.029346,0.078407,
0.000891,0.013317,0.006781,0.007686,0.012098,0.436917,5.55976,0.028637,0.110373,
0.003368,0.028362,0.01039,0.075143,0.033487,0.593333,0.792132,0.038488,0.115555,
0.000998,0.019918,0.008348,0.018399,0.01872,0.52925,0.801248,0.033052,0.065994,
0.00168,0.020363,0.009784,0.062885,0.022805,0.586896,0.856836,0.03356,0.1156,
0.000812,0.018165,0.009474,0.009908,0.019616,0.397659,0.52332,0.031352,0.080329,
0.000892,0.018943,0.009823,0.073393,0.018612,0.513624,0.772251,0.0323,0.09004,
0.00346,0.025719,0.008598,0.008621,0.029981,0.605817,0.683084,0.028833,0.085424,
0.000885,0.013686,0.00854,0.065085,0.013403,0.416114,0.681684,0.029102,0.079522,
0.001909,0.022714,0.008067,0.009204,0.03007,0.579911,0.793237,0.033558,0.106842,
0.006433,0.02621,0.007491,0.043529,0.022983,1.22852,0.674431,0.029179,0.065648,
0.001128,0.019512,0.008255,0.008028,0.018008,0.482914,0.819052,0.033847,0.114835,
0.004203,0.026464,0.008677,0.037448,0.03134,0.590729,0.876454,0.031675,0.090147,
0.001548,0.017353,0.011363,0.086743,0.013117,0.431112,0.829543,0.030518,0.079583,
0.002332,0.026136,0.009797,0.020006,0.028335,0.625821,0.853878,0.03333,0.115452,
0.00115,0.017681,0.01014,0.084849,0.0188,0.375273,0.577081,0.032249,0.065374,
0.001045,0.017949,0.010137,0.015599,0.017815,0.43613,0.826878,0.034819,0.101952,
0.001539,0.023027,0.010473,0.058999,0.02465,0.577392,0.696446,0.031455,0.085336,
0.001315,0.017972,0.008153,0.009635,0.015875,0.74872,0.766216,0.03143,0.081666,
0.00231,0.024782,0.009197,0.047907,0.032215,0.599177,0.567414,0.033464,0.095226,
0.001991,0.017352,0.009984,0.00761,0.016809,0.486782,0.672126,0.028525,0.073567,
0.002195,0.021399,0.011774,0.079661,0.024732,0.533379,0.817596,0.029997,0.115614,
0.002961,0.024283,0.009276,0.009846,0.029978,0.60213,0.560492,0.034939,0.074575,
0.001245,0.01305,0.01213,0.064765,0.010747,0.378868,0.787475,0.027531,0.095133,
0.002801,0.027252,0.012052,0.009658,0.030623,0.739153,1.43447,0.03152,0.112242,
0.001543,0.020217,0.009575,0.063625,0.018932,0.496606,0.641761,0.029263,0.062789,
0.001341,0.018131,0.009496,0.008632,0.020557,0.482216,0.812537,0.032772,0.111648,
0.00047,0.020277,0.008141,0.055423,0.020534,0.504491,0.570808,0.029298,0.082512,
0.001154,0.018354,0.01025,0.008534,0.01768,0.345308,0.827461,0.031924,0.08335,
0.001238,0.023012,0.007857,0.057283,0.032068,0.602808,0.543085,0.030082,0.085277,
0.001266,0.012353,0.007156,0.00877,0.010758,0.369067,0.591308,0.026835,0.079096,
0.002623,0.024866,0.008057,0.04451,0.031601,0.545109,0.762063,0.029431,0.111693,
0.002057,0.022293,0.008166,0.008046,0.023952,0.509645,0.899369,0.029508,0.060031,
0.001843,0.019101,0.010592,0.08158,0.015481,0.44478,0.821106,0.03311,0.114691,
0.002033,0.024352,0.011645,0.016819,0.030207,0.583355,0.644269,0.033019,0.091296,
0.001838,0.016358,0.00935,0.073946,0.013192,0.537002,0.721097,0.030201,0.089684,
0.002152,0.024465,0.009624,0.012193,0.02577,0.590104,0.819405,0.033657,0.12187,
0.002222,0.017858,0.00798,0.049502,0.017498,0.420647,0.511408,0.030095,0.070066,
0.001096,0.016941,0.00673,0.007971,0.017035,0.427469,0.958413,0.032851,0.106003,
0.002507,0.02505,0.008074,0.039132,0.025202,0.586208,0.663834,0.030411,0.082147,
0.000802,0.015332,0.009294,0.075669,0.013315,0.564858,0.64627,0.030162,0.079754,
0.002144,0.023317,0.010496,0.011087,0.032148,0.55643,0.677742,0.031223,0.092114,
0.003286,0.019635,0.009687,0.073072,0.017628,0.460722,0.5043,0.031529,0.076126,
0.000902,0.019322,0.010404,0.01196,0.021602,0.543886,0.815845,0.033622,0.115109,
0.001756,0.02221,0.009737,0.073801,0.032794,0.585871,0.495642,0.02853,0.069109,
0.000845,0.011605,0.009293,0.009235,0.011973,0.301215,0.758299,0.029235,0.094957,
0.004643,0.028456,0.00821,0.061413,0.031465,0.614572,0.693318,0.032169,0.113337,
0.001252,0.018685,0.00869,0.009863,0.017236,0.502973,0.609217,0.027712,0.054354,
0.001105,0.017237,0.009763,0.071047,0.019328,0.383075,0.804098,0.03106,0.117047,
0.002346,0.021843,0.007671,0.008488,0.021421,0.515923,0.682906,0.031298,0.078188,
0.001348,0.020686,0.009607,0.05547,0.01561,0.419659,0.789049,0.030247,0.08664,
0.001571,0.024619,0.010156,0.008032,0.032574,0.513213,0.582478,0.029016,0.0812,
0.002005,0.013775,0.00972,0.086522,0.011576,0.364591,0.579936,0.027623,0.07312,
0.001164,0.021463,0.011366,0.013013,0.02906,0.551601,0.778789,0.03556,0.115666,
0.001636,0.021695,0.011788,0.069504,0.024522,0.548907,0.713957,0.030726,0.065031,
0.000871,0.015149,0.00815,0.051099,0.013824,0.411742,0.768179,0.02805,0.106641,
0.002145,0.025361,0.00706,0.008439,0.031475,0.615276,0.623773,0.035862,0.096378,
0.000819,0.017734,0.006978,0.043957,0.015686,0.476455,0.741755,0.028081,0.082139,
0.002726,0.023637,0.007391,0.007102,0.024997,0.556382,0.806871,0.037221,0.117458,
0.001496,0.018609,0.013267,0.093202,0.018719,0.43149,0.424348,0.029428,0.06541,
0.00221,0.019154,0.010206,0.017617,0.017247,0.465469,0.838449,0.033205,0.103248,
0.002528,0.02619,0.011187,0.219631,0.030287,0.486785,0.663336,0.028863,0.084675,
0.001209,0.01589,0.010524,0.015101,0.012447,0.408811,0.549634,0.031896,0.080474,
0.001682,0.023297,0.008725,0.058835,0.031865,0.624276,0.685145,0.032534,0.094788,
0.002669,0.021535,0.009611,0.008521,0.019007,0.442875,0.581884,0.041107,0.074313,
0.00203,0.020941,0.010435,0.049119,0.020039,0.435533,0.731593,0.033284,0.116189,
0.002488,0.02462,0.00707,0.007709,0.031987,0.931445,0.504115,0.033099,0.074259,
0.001779,0.016233,0.009935,0.066088,0.013972,0.529856,0.751399,0.02978,0.095046,
0.003251,0.027505,0.008803,0.008064,0.031237,0.653704,0.735011,0.031809,0.118232,
0.003415,0.021828,0.00908,0.055121,0.01902,0.499864,0.569994,0.033509,0.06092,
0.002183,0.018818,0.009636,0.079299,0.019485,0.391035,0.834017,0.032818,0.118959,
0.00191,0.022552,0.019872,0.009454,0.024502,0.539891,0.618789,0.030371,0.083507,
0.002237,0.020831,0.01018,0.069122,0.016428,0.499586,0.752678,0.03148,0.084496,
0.002612,0.025024,0.008085,0.062617,0.032206,0.605471,0.597048,0.030884,0.085709,
0.002477,0.016507,0.00822,0.00949,0.013463,0.416699,0.622765,0.029354,0.085309,
0.001807,0.023906,0.008961,0.050214,0.026659,0.600827,0.690184,0.039982,0.116606,
0.001425,0.024279,0.00868,0.007218,0.027764,0.577523,0.556411,0.0306,0.060961,
0.001458,0.014556,0.010108,0.08788,0.012707,0.329567,0.839277,0.029805,0.104887,
0.002886,0.027141,0.011267,0.011895,0.033114,0.632062,0.607342,0.031377,0.112705,
0.00118,0.019817,0.009655,0.07297,0.018182,0.52327,0.613015,0.02912,0.069579,
0.000801,0.020667,0.009307,0.010733,0.023741,0.520198,1.15304,0.033037,0.114738,
0.001109,0.018834,0.009573,0.059558,0.019113,0.447762,0.665378,0.029719,0.07857,
0.001052,0.019763,0.007944,0.008017,0.018535,0.501743,0.887928,0.034422,0.100566,
0.001692,0.023969,0.008025,0.048285,0.029225,0.587984,0.670438,0.0304,0.083066,
0.001538,0.014265,0.008577,0.007572,0.011618,0.379972,0.552959,0.027932,0.082454,
0.00208,0.025346,0.01072,0.082728,0.030846,0.535174,0.722003,0.035448,0.09978,
0.001092,0.026193,0.008661,0.010259,0.021282,0.518063,0.666287,0.03113,0.072493,
0.001454,0.020588,0.009123,0.07136,0.017457,0.417956,0.824664,0.030669,0.114793,
0.001222,0.021914,0.008448,0.009416,0.031455,0.811728,0.553906,0.031797,0.077868,
0.001659,0.017128,0.009667,0.082633,0.014018,0.445772,0.800532,0.03125,0.085103,
0.002341,0.025285,0.010187,0.011925,0.026919,0.520548,0.807553,0.034132,0.117091,
0.001279,0.017869,0.00983,0.076355,0.017455,0.443097,0.474014,0.032098,0.057663,
0.000928,0.016766,0.007896,0.046108,0.018582,0.482161,0.856234,0.032222,0.110085,
0.00203,0.022911,0.007932,0.007294,0.026173,0.560432,0.684485,0.030519,0.082624,
0.001625,0.017982,0.005789,0.041116,0.013668,0.476318,0.709484,0.03287,0.088191,
0.002457,0.024429,0.007804,0.007874,0.032125,0.579937,0.612887,0.033014,0.08976,
0.001583,0.016195,0.012108,0.094214,0.01385,0.44448,0.662474,0.028839,0.078273,
0.001643,0.021373,0.010395,0.018782,0.024147,0.53536,0.787648,0.033018,0.115708,
0.001735,0.022007,0.0095,0.088768,0.028152,0.519941,0.522271,0.029693,0.060754,
0.002211,0.014322,0.010209,0.017825,0.012049,0.370146,0.751375,0.029306,0.099812,
0.002148,0.025421,0.00777,0.061417,0.031126,0.611266,0.687452,0.029546,0.108791,
0.001291,0.01855,0.007008,0.009128,0.016935,0.460165,0.585916,0.031609,0.050649,
0.001586,0.01904,0.008184,0.048206,0.020701,0.464854,1.03686,0.039549,0.119819,
0.001262,0.020677,0.009443,0.070953,0.026544,0.466751,0.576905,0.028376,0.078757,
0.002825,0.020339,0.007985,0.009864,0.016261,0.495278,0.727496,0.031834,0.085139,
0.001786,0.024882,0.00892,0.011283,0.031007,0.58695,0.608026,0.032132,0.07862,
0.000457,0.010174,0.00938,0.067153,0.009777,0.276787,0.647288,0.030464,0.084888,
0.002774,0.025576,0.008649,0.069542,0.031232,0.588098,0.744233,0.031219,0.111626,
0.002146,0.022013,0.010091,0.008909,0.021856,0.542669,0.627305,0.028101,0.057602,
0.002667,0.019181,0.008733,0.058117,0.016917,0.481362,0.796487,0.032153,0.11156,
0.002797,0.025057,0.00887,0.008545,0.032328,3.13535,0.579785,0.030871,0.079803,
0.002888,0.020866,0.007672,0.064905,0.015571,0.516907,0.719659,0.026813,0.08393,
0.002991,0.025778,0.009307,0.008282,0.027773,0.673483,0.722269,0.030964,0.114963,
0.00191,0.018637,0.010184,0.053075,0.01856,0.487799,0.494526,0.03296,0.074006,
0.001985,0.019304,0.010444,0.086849,0.018552,0.49247,0.829246,0.029864,0.106955,
0.002131,0.027155,0.009705,0.017383,0.026816,0.652668,0.614685,0.026991,0.084519,
0.001288,0.016189,0.011364,0.078243,0.0123,0.438806,0.633397,0.033083,0.086755,
0.001563,0.024139,0.066947,0.013324,0.031808,0.484726,0.630428,0.028121,0.099334,
0.002373,0.019217,0.009006,0.051402,0.015663,0.475573,0.658827,0.029363,0.07529,
0.00114,0.021379,0.006859,0.00703,0.020933,0.541382,0.79807,0.031752,0.117379,
0.002167,0.022856,0.006963,0.040246,0.030997,0.555412,0.401907,0.031413,0.066606,
0.002606,0.01473,0.00699,0.007445,0.013197,0.32247,0.80231,0.03061,0.097551,
0.002668,0.026562,0.010593,0.086211,0.029876,0.618112,0.733743,0.031681,0.1175,
0.001778,0.019772,0.009717,0.010389,0.018152,0.465835,0.643709,0.02824,0.053269,
0.001427,0.018312,0.009086,0.081518,0.01947,0.453029,3.35578,0.031324,0.115207,
0.001437,0.02111,0.010805,0.010229,0.022047,0.444474,0.674401,0.031078,0.084534,
0.001354,0.016402,0.009535,0.081635,0.014188,0.70659,0.885408,0.035186,0.084568,
0.002524,0.026639,0.009286,0.008687,0.031258,0.661622,0.656566,0.032729,0.080545,
0.000318,0.009002,0.010316,0.06923,0.011205,0.46191,0.661272,0.032026,0.080896,
0.002288,0.02296,0.013221,0.009032,0.029633,0.714574,0.850281,0.031329,0.115021,
0.002844,0.023088,0.008814,0.06694,0.023549,0.581993,0.58883,0.030016,0.052138,
0.001452,0.01481,0.009471,0.010657,0.01291,0.39774,0.704048,0.032078,0.118158,
0.002018,0.025949,0.008899,0.058331,0.03138,0.765909,0.621462,0.032388,0.079735,
0.00182,0.018411,0.00788,0.008574,0.015387,0.449122,0.723008,0.027554,0.068352,
0.002247,0.023192,0.01075,0.087313,0.024774,0.589996,0.76973,0.031983,0.117216,
0.001674,0.018432,0.011469,0.014812,0.017822,0.447241,0.445407,0.027378,0.072755,
0.001057,0.017421,0.010302,0.072447,0.017469,0.450412,0.835244,0.031173,0.080995,
0.002638,0.02522,0.010977,0.011006,0.028619,0.597743,0.630337,0.029762,0.080454,
0.000739,0.013073,0.00851,0.054543,0.010019,0.386611,0.616491,0.029756,0.081862,
0.000751,0.021741,0.008791,0.008332,0.031549,0.60357,0.609826,0.030961,0.094618,
0.001597,0.019179,0.017551,0.119737,0.017052,0.460867,0.861395,0.030957,0.068439,
0.001853,0.020267,0.011315,0.093801,0.019283,0.491708,0.877589,0.029266,0.116474,
0.001845,0.020832,0.010747,0.019209,0.029478,0.504553,0.591332,0.033003,0.066904,
0.00153,0.015699,0.009443,0.08674,0.013295,0.403221,0.930943,0.029349,0.089282,
0.003141,0.025128,0.009489,0.060756,0.029212,0.587253,0.754397,0.032103,0.11364,
0.002662,0.019847,0.009605,0.009143,0.017871,0.453942,0.540165,0.030474,0.055456,
0.001088,0.017867,0.00811,0.050732,0.020123,0.434535,0.992823,0.035637,0.111868,
0.002664,0.024298,0.008855,0.062812,0.024982,0.560524,0.601113,0.028801,0.08062,
0.002326,0.019377,0.008249,0.008336,0.014282,2.17782,0.761683,0.029438,0.083402,
0.002541,0.025488,0.00825,0.05257,0.033814,0.610775,0.613524,0.032907,0.076125,
0.00074,0.015128,0.012788,0.086441,0.012748,0.383376,0.607123,0.029625,0.081406,
0.00246,0.023858,0.010535,0.017499,0.026585,0.523041,0.791323,0.032431,0.121313,
0.001237,0.022264,0.010203,0.078698,0.027392,0.54244,0.519067,0.026519,0.04668,
0.00247,0.016255,0.011045,0.012431,0.012867,0.39591,0.821446,0.033363,0.110928,
0.001901,0.025679,0.009949,0.065912,0.032613,0.64784,0.610338,0.03193,0.10701,
0.001762,0.019621,0.013973,0.01046,0.016529,0.498728,0.675641,0.027958,0.055157,
0.002112,0.021718,0.009629,0.055392,0.022482,0.530745,0.71507,0.034026,0.127063,
0.002342,0.021618,0.00784,0.009803,0.02661,0.560823,0.528501,0.028301,0.079991,
0.00307,0.022681,0.009773,0.085099,0.021961,0.646172,0.796731,0.030793,0.093044,
0.00271,0.027135,0.009828,0.010338,0.031271,0.583234,0.614661,0.027713,0.091338,
0.000826,0.011491,0.010447,0.073451,0.010137,1.13869,0.596864,0.029751,0.068321,
0.001278,0.024849,0.009674,0.009215,0.035786,0.640991,0.729338,0.032002,0.115068,
0.002453,0.021416,0.009118,0.068939,0.019416,0.452972,2.33976,0.031342,0.060117,
0.001683,0.018857,0.008715,0.009754,0.018523,0.543029,0.836804,0.030867,0.11978,
0.000401,0.019667,0.015332,0.133349,0.030393,0.453679,0.512299,0.033095,0.077001,
0.002273,0.017574,0.008442,0.078879,0.013906,0.47627,0.729218,0.031855,0.089527,
0.002401,0.025274,0.009048,0.008427,0.027262,0.592129,0.745946,0.033287,0.12463,
0.000837,0.016949,0.00894,0.071849,0.017127,1.63948,0.523143,0.029402,0.068788,
0.001252,0.018569,0.009913,0.01132,0.02519,0.432719,0.875803,0.029213,0.103327,
0.001286,0.02353,0.00996,0.086369,0.026784,0.549106,0.660179,0.028922,0.080271,
0.001561,0.017945,0.010669,0.012772,0.012261,0.477315,17.3263,0.030085,0.083574,
0.003395,0.024954,0.009049,0.087116,0.032847,0.606204,0.774506,0.044744,0.10294,
0.00118,0.016721,0.009111,0.00868,0.012967,0.367735,0.807926,0.033912,0.067248,
0.001802,0.024115,0.007416,0.048827,0.026495,0.49098,0.813054,0.040927,0.118438,
0.001304,0.020773,0.02561,0.007902,0.026891,0.527292,1.27636,0.037501,0.061168,
0.001027,0.013693,0.006192,0.045666,0.011799,0.328467,0.868395,0.031765,0.105668,
0.001572,0.023161,0.007911,0.007422,0.030259,0.483058,0.62277,0.03663,0.105032,
0.002188,0.01984,0.010644,0.090774,0.016973,0.481008,0.712432,0.031043,0.059751,
0.001904,0.019295,0.010018,0.018649,0.019953,0.460745,0.674052,0.034501,0.11329,
0.00167,0.020927,0.010377,0.084931,0.020844,0.50558,0.620268,0.031634,0.07994,
0.001872,0.018667,0.01077,0.016655,0.01542,0.445188,0.795688,0.034212,0.084515,
0.001862,0.024629,0.010601,0.062346,0.029861,0.619536,1.79791,0.028422,0.078506,
0.000252,0.009609,0.007768,0.008919,0.010433,0.271308,0.602125,0.030172,0.081781,
0.002525,0.025846,0.015484,0.073778,0.030803,0.576802,0.748706,0.033199,0.108185,
0.002028,0.019866,0.014684,0.009725,0.020633,0.488093,0.616087,0.027397,0.046976,
0.001756,0.018757,0.009806,0.070759,0.015999,0.448042,0.833255,0.037181,0.117875,
0.000802,0.020227,0.009351,0.00972,0.025927,0.502348,0.508703,0.032806,0.083304,
0.001877,0.017503,0.009322,0.061875,0.013648,0.431315,0.688892,0.028784,0.071364,
0.001421,0.02253,0.01037,0.073066,0.024219,0.542813,0.744596,0.032681,0.109494,
0.002602,0.017681,0.00821,0.009478,0.017633,0.402998,0.465242,0.037801,0.069122,
0.001444,0.017807,0.009523,0.064255,0.017575,0.456081,0.695268,0.033378,0.095908,
0.001663,0.025038,0.009987,0.008633,0.026876,0.525487,0.643472,0.030776,0.079524,
0.001784,0.016071,0.008618,0.062353,0.010981,0.351891,0.622012,0.027635,0.081176,
0.002132,0.024245,0.00848,0.008091,0.033589,0.731615,0.670552,0.032776,0.106259,
0.001653,0.018605,0.009426,0.052796,0.015369,0.466316,0.601411,0.028102,0.06262,
0.000565,0.019106,0.010117,0.009041,0.021806,0.424025,0.829298,0.034058,0.118494,
0.00202,0.021737,0.012051,0.082735,0.026135,0.511705,0.388643,0.029686,0.063132,
0.001809,0.015118,0.009292,0.022607,0.011018,0.407803,0.794843,0.031738,0.093212,
0.002798,0.027289,0.010247,0.074114,0.028135,0.59857,0.657324,0.033106,0.103458,
0.001142,0.017285,0.008905,0.048932,0.017553,0.430902,0.593077,0.028151,0.06389,
0.001472,0.01768,0.006784,0.007127,0.019703,0.431072,0.705194,0.034326,0.105453,
0.001661,0.022577,0.006728,0.03536,0.02203,0.517374,0.571754,0.028261,0.080169,
0.000809,0.016423,0.011311,0.088096,0.013107,0.378506,0.728944,0.031682,0.082413,
0.001139,0.026083,0.008715,0.009453,0.031944,0.625402,0.560327,0.029817,0.080874,
0.001091,0.011031,0.009263,0.008813,0.010276,0.289537,0.612,0.028788,0.075675,
0.002621,0.025273,0.009524,0.071018,0.029079,0.6125,0.727669,0.029381,0.114152,
0.001327,0.020565,0.009947,0.076285,0.020804,0.41822,0.487772,0.029996,0.044988,
0.001875,0.016984,0.009374,0.01068,0.013293,0.344972,0.952601,0.032179,0.110925,
0.00125,0.021645,0.010531,0.06783,0.028328,0.46778,0.607632,0.031039,0.084619,
0.001471,0.01912,0.00801,0.008856,0.015241,0.468937,0.598061,0.028289,0.068706,
0.001639,0.021071,0.008312,0.056475,0.023292,0.510214,0.71305,0.034902,0.110541,
0.000933,0.016805,0.008442,0.00926,0.01675,0.433466,0.541936,0.032323,0.072318,
0.000731,0.016703,0.006929,0.045039,0.016588,0.424709,0.802727,0.029716,0.089354,
0.002164,0.025726,0.008102,0.008633,0.027614,0.954155,0.590466,0.030503,0.078788,
0.000489,0.010629,0.009362,0.08926,0.009028,0.287058,0.589553,0.028349,0.078752,
0.002886,0.025143,0.010415,0.019082,0.031012,0.615727,0.686674,0.032937,0.103113,
0.001246,0.020001,0.011681,0.082852,0.016361,0.333541,0.526429,0.028268,0.056432,
0.001352,0.020285,0.009426,0.01271,0.020307,0.426157,0.843885,0.033628,0.115947,
0.002623,0.022286,0.008481,0.058601,0.025261,0.443029,0.401955,0.028274,0.063933,
0.002342,0.016996,0.007755,0.008451,0.012104,4.46989,0.817759,0.028413,0.090048,
0.003176,0.026496,0.008062,0.052034,0.03181,0.640849,0.597442,0.038993,0.103916,
0.000709,0.015457,0.020075,0.008505,0.018448,0.491494,0.499672,0.026732,0.065218,
0.00103,0.018839,0.011057,0.139496,0.020071,0.414884,0.675996,0.035239,0.111729,
0.001847,0.024651,0.011529,0.010747,0.023847,0.622951,0.6149,0.027862,0.084784,
0.002522,0.017931,0.022349,0.171495,0.011711,0.447625,0.684985,0.030549,0.087637,
0.002549,0.026172,0.010189,0.070826,0.033512,0.642281,0.587969,0.030633,0.087729,
0.000674,0.012211,0.008999,0.008332,0.011804,0.31492,0.578001,0.029008,0.075894,
0.002795,0.02402,0.01091,0.055376,0.026982,0.576808,1.15597,0.031564,0.119039,
0.001665,0.021585,0.008322,0.063827,0.025144,0.55306,0.40935,0.028946,0.052009,
0.001716,0.014679,0.008395,0.008524,0.011924,0.323264,0.831288,0.030009,0.109018,
0.000787,0.02057,0.008582,0.052381,0.028747,0.474516,0.481333,0.032535,0.096167,
0.001383,0.019152,0.011034,0.008834,0.01667,0.427406,0.598939,0.028633,0.06448,
0.00221,0.020639,0.012318,0.093493,0.021752,0.542003,0.636954,0.030965,0.116853,
0.002239,0.018787,0.010022,0.021636,0.018191,0.383835,4.61464,0.030474,0.076008,
0.001237,0.01558,0.011195,0.080778,0.01491,0.449897,0.855641,0.030794,0.087738,
0.001942,0.026024,0.00912,0.060232,0.028274,0.547311,0.655251,0.030472,0.072201,
0.000749,0.007335,0.007634,0.008057,0.008911,0.296201,0.585223,0.03151,0.084511,
0.001255,0.023295,0.008341,0.050902,0.037346,0.663037,0.80673,0.033242,0.10574,
0.00293,0.019375,0.006699,0.01905,0.016849,0.403286,0.59331,0.026494,0.053881,
0.001331,0.016889,0.010903,0.0972,0.01697,0.619838,0.868088,0.034246,0.112785,
0.001045,0.019693,0.012337,0.014782,0.025417,0.481968,0.440145,0.0317,0.074186,
0.002623,0.016987,0.010211,0.079439,0.01255,0.361727,0.778507,0.029804,0.074917,
0.002046,0.021543,0.010247,0.014325,0.023511,0.47624,0.741816,0.032884,0.103212,
